reference,customer_name,status
TV-20668,Highfield Packaging Holdings,in_transit
TV-20669,Northern Packaging,in_transit
TV-20670,Stonebridge Packaging,created
TV-20671,Blackwood Packaging Co,delivered
TV-20672,Blackwood Motors Holdings,in_transit
TV-20673,Fairwind Retail Co,in_transit
TV-20674,Silverline Electronics Group,delivered
TV-20675,Harbour Freight Pty Ltd,in_transit
TV-20676,Blackwood Hardware,delivered
TV-20677,Parkview Textiles,delivered
TV-20678,Stonebridge Packaging,picked_up
TV-20679,Eastlink Wholesale Group,in_transit
TV-20680,Harbour Wholesale,delivered
TV-20681,Highfield Wholesale Pty Ltd,delivered
TV-20682,Redgum Motors,delivered
TV-20683,Sunrise Chemicals Holdings,created
TV-20684,Summit Hardware,created
TV-20685,Golden Trading Holdings,in_transit
TV-20686,Riverside Textiles,picked_up
TV-20687,Highfield Chemicals Co,created
TV-20688,Blackwood Textiles Co,delivered
TV-20689,Summit Supplies Holdings,in_transit
TV-20690,Stonebridge Motors,delivered
TV-20691,Redgum Electronics,picked_up
TV-20692,Redgum Pharma,delivered
TV-20693,Golden Beverages Pty Ltd,in_transit
TV-20694,Golden Wholesale Holdings,delivered
TV-20695,Baywater Textiles Holdings,delivered
TV-20696,Silverline Apparel Group,delivered
TV-20697,Highfield Retail Pty Ltd,created
TV-20698,Westgate Hardware Holdings,in_transit
TV-20699,Parkview Wholesale,picked_up
TV-20700,Eastlink Motors,delivered
TV-20701,Baywater Pharma Pty Ltd,created
TV-20702,Silverline Trading Group,picked_up
TV-20703,Golden Motors,picked_up
TV-20704,Coastal Beverages Pty Ltd,in_transit
TV-20705,Northern Chemicals Pty Ltd,delivered
TV-20706,Highfield Apparel Co,in_transit
TV-20707,Lakeside Apparel Group,delivered
TV-20708,Fairwind Logistics,delivered
TV-20709,Kingsway Freight,created
TV-20710,Lakeside Distribution Co,created
TV-20711,Blackwood Foods Pty Ltd,in_transit
TV-20712,Coastal Grocers Pty Ltd,in_transit
TV-20713,Stonebridge Retail,delivered
TV-20714,Silverline Apparel,picked_up
TV-20715,Riverside Beverages,delivered
TV-20716,Stonebridge Components Pty Ltd,in_transit
TV-20717,Blackwood Wholesale Pty Ltd,delivered
TV-20718,Northern Electronics,created
TV-20719,Riverside Retail Holdings,in_transit
TV-20720,Silverline Logistics,picked_up
TV-20721,Blackwood Electronics Holdings,delivered
TV-20722,Golden Motors,created
TV-20723,Eastlink Supplies,delivered
TV-20724,Highfield Wholesale Co,picked_up
TV-20725,Highfield Logistics,delivered
TV-20726,Redgum Grocers Holdings,in_transit
TV-20727,Redgum Hardware Co,delivered
TV-20728,Kingsway Textiles Group,in_transit
TV-20729,Westgate Apparel,picked_up
TV-20730,Parkview Distribution Co,created
TV-20731,Northern Freight Group,created
TV-20732,Lakeside Beverages Pty Ltd,created
TV-20733,Baywater Apparel Pty Ltd,picked_up
TV-20734,Lakeside Hardware,picked_up
TV-20735,Lakeside Components Group,in_transit
TV-20736,Summit Grocers Co,in_transit
TV-20737,Golden Logistics,picked_up
TV-20738,Baywater Trading,in_transit
TV-20739,Stonebridge Motors Group,delivered
TV-20740,Kingsway Logistics,created
TV-20741,Coastal Retail Pty Ltd,in_transit
TV-20742,Eastlink Apparel,picked_up
TV-20743,Stonebridge Apparel,in_transit
TV-20744,Baywater Components Holdings,created
TV-20745,Riverside Foods Group,picked_up
TV-20746,Ironbark Packaging,in_transit
TV-20747,Summit Freight,picked_up
TV-20748,Coastal Grocers Co,created
TV-20749,Highfield Retail Pty Ltd,in_transit
TV-20750,Silverline Motors Group,delivered
TV-20751,Baywater Industrial,in_transit
TV-20752,Harbour Textiles Holdings,created
TV-20753,Golden Industrial,created
TV-20754,Baywater Logistics Pty Ltd,delivered
TV-20755,Sunrise Apparel,in_transit
TV-20756,Redgum Supplies Pty Ltd,failed
TV-20757,Eastlink Chemicals Co,created
TV-20758,Northern Apparel,delivered
TV-20759,Highfield Chemicals Pty Ltd,delivered
TV-20760,Kingsway Wholesale Pty Ltd,delivered
TV-20761,Lakeside Logistics Pty Ltd,picked_up
TV-20762,Lakeside Hardware Group,failed
TV-20763,Blackwood Beverages,in_transit
TV-20764,Baywater Industrial Pty Ltd,delivered
TV-20765,Redgum Pharma Co,delivered
TV-20766,Baywater Beverages Group,picked_up
TV-20767,Silverline Chemicals,created
TV-20768,Fairwind Wholesale Pty Ltd,created
TV-20769,Sunrise Wholesale,delivered
TV-20770,Kingsway Wholesale,picked_up
TV-20771,Baywater Industrial,in_transit
TV-20772,Eastlink Beverages Holdings,created
TV-20773,Sunrise Foods Pty Ltd,picked_up
TV-20774,Summit Components,delivered
TV-20775,Highfield Distribution Holdings,delivered
TV-20776,Lakeside Components,delivered
TV-20777,Stonebridge Chemicals,delivered
TV-20778,Eastlink Trading,in_transit
TV-20779,Kingsway Chemicals,created
TV-20780,Blackwood Chemicals,delivered
TV-20781,Golden Industrial,created
TV-20782,Parkview Distribution Holdings,picked_up
TV-20783,Coastal Pharma,created
TV-20784,Stonebridge Supplies,delivered
TV-20785,Baywater Electronics Pty Ltd,in_transit
TV-20786,Golden Textiles Group,in_transit
TV-20787,Harbour Apparel Holdings,delivered
TV-20788,Kingsway Components,in_transit
TV-20789,Baywater Chemicals,delivered
TV-20790,Kingsway Freight,delivered
TV-20791,Eastlink Packaging Co,failed
TV-20792,Lakeside Grocers,in_transit
TV-20793,Northern Retail,delivered
TV-20794,Eastlink Electronics,delivered
TV-20795,Lakeside Components Co,picked_up
TV-20796,Ironbark Textiles,delivered
TV-20797,Harbour Trading Group,in_transit
TV-20798,Westgate Logistics,picked_up
TV-20799,Silverline Packaging,created
TV-20800,Coastal Motors,in_transit
TV-20801,Northern Components Group,picked_up
TV-20802,Sunrise Components Pty Ltd,created
TV-20803,Harbour Freight Pty Ltd,failed
TV-20804,Northern Logistics,in_transit
TV-20805,Stonebridge Textiles Co,failed
TV-20806,Blackwood Retail Pty Ltd,in_transit
TV-20807,Stonebridge Beverages,in_transit
TV-20808,Summit Logistics Co,created
TV-20809,Fairwind Apparel Holdings,in_transit
TV-20810,Redgum Industrial,created
TV-20811,Stonebridge Grocers Holdings,in_transit
TV-20812,Highfield Chemicals,created
TV-20813,Riverside Freight Co,in_transit
TV-20814,Blackwood Grocers Holdings,created
TV-20815,Blackwood Grocers Holdings,in_transit
TV-20816,Blackwood Foods,in_transit
TV-20817,Silverline Packaging Group,created
TV-20818,Harbour Retail,created
TV-20819,Silverline Industrial,delivered
TV-20820,Northern Foods,delivered
TV-20821,Blackwood Trading,in_transit
TV-20822,Summit Packaging,delivered
TV-20823,Parkview Trading Holdings,delivered
TV-20824,Baywater Trading Holdings,delivered
TV-20825,Coastal Textiles Group,delivered
TV-20826,Ironbark Distribution Group,in_transit
TV-20827,Highfield Retail,in_transit
TV-20828,Blackwood Pharma Pty Ltd,failed
TV-20829,Blackwood Industrial Group,created
TV-20830,Summit Beverages Co,in_transit
TV-20831,Sunrise Chemicals Holdings,delivered
TV-20832,Sunrise Distribution Group,in_transit
TV-20833,Silverline Grocers Group,in_transit
TV-20834,Golden Electronics Co,in_transit
TV-20835,Riverside Components Co,in_transit
TV-20836,Blackwood Pharma Group,created
TV-20837,Lakeside Foods Co,delivered
TV-20838,Highfield Foods Holdings,in_transit
TV-20839,Lakeside Freight,in_transit
TV-20840,Eastlink Apparel,created
TV-20841,Sunrise Trading Group,picked_up
TV-20842,Highfield Retail Group,in_transit
TV-20843,Westgate Industrial,delivered
TV-20844,Riverside Foods,delivered
TV-20845,Harbour Freight,created
TV-20846,Kingsway Wholesale Group,delivered
TV-20847,Lakeside Wholesale,in_transit
TV-20848,Sunrise Chemicals,in_transit
TV-20849,Coastal Chemicals,failed
TV-20850,Parkview Pharma,delivered
TV-20851,Eastlink Supplies,in_transit
TV-20852,Redgum Logistics,in_transit
TV-20853,Harbour Industrial Pty Ltd,delivered
TV-20854,Coastal Retail,in_transit
TV-20855,Riverside Motors,delivered
TV-20856,Parkview Foods,in_transit
TV-20857,Stonebridge Trading,in_transit
TV-20858,Fairwind Freight Pty Ltd,created
TV-20859,Riverside Beverages,delivered
TV-20860,Fairwind Grocers Group,in_transit
TV-20861,Eastlink Supplies Group,in_transit
TV-20862,Lakeside Retail,in_transit
TV-20863,Ironbark Packaging Holdings,in_transit
TV-20864,Highfield Distribution,delivered
TV-20865,Coastal Pharma,created
TV-20866,Ironbark Trading Co,picked_up
TV-20867,Baywater Components,created
TV-20868,Ironbark Beverages,in_transit
TV-20869,Riverside Chemicals,delivered
TV-20870,Baywater Textiles,picked_up
TV-20871,Kingsway Hardware,in_transit
TV-20872,Lakeside Chemicals,picked_up
TV-20873,Coastal Packaging Group,in_transit
TV-20874,Stonebridge Packaging Co,picked_up
TV-20875,Sunrise Textiles Group,picked_up
TV-20876,Ironbark Packaging,delivered
TV-20877,Fairwind Packaging Group,created
TV-20878,Blackwood Supplies Holdings,in_transit
TV-20879,Eastlink Wholesale Co,picked_up
TV-20880,Fairwind Packaging,picked_up
TV-20881,Fairwind Electronics Holdings,delivered
TV-20882,Fairwind Textiles,picked_up
TV-20883,Golden Pharma,picked_up
TV-20884,Coastal Apparel Co,in_transit
TV-20885,Highfield Trading Group,picked_up
TV-20886,Redgum Foods,in_transit
TV-20887,Coastal Motors Group,created
TV-20888,Sunrise Logistics Group,delivered
TV-20889,Northern Electronics Co,delivered
TV-20890,Coastal Textiles Co,delivered
TV-20891,Golden Distribution,in_transit
TV-20892,Ironbark Supplies,in_transit
TV-20893,Eastlink Beverages,delivered
TV-20894,Baywater Trading,in_transit
TV-20895,Sunrise Wholesale,picked_up
TV-20896,Ironbark Wholesale Co,created
TV-20897,Sunrise Freight Co,delivered
TV-20898,Kingsway Foods Group,delivered
TV-20899,Riverside Pharma Pty Ltd,in_transit
TV-20900,Coastal Beverages Pty Ltd,delivered
TV-20901,Summit Trading,delivered
TV-20902,Baywater Trading,delivered
TV-20903,Stonebridge Textiles Group,picked_up
TV-20904,Fairwind Logistics,delivered
TV-20905,Golden Distribution,in_transit
TV-20906,Lakeside Textiles,created
TV-20907,Baywater Packaging,picked_up
TV-20908,Golden Beverages,created
TV-20909,Silverline Foods,failed
TV-20910,Redgum Hardware,in_transit
TV-20911,Coastal Industrial,picked_up
TV-20912,Blackwood Distribution Group,delivered
TV-20913,Fairwind Grocers Pty Ltd,delivered
TV-20914,Baywater Industrial Holdings,delivered
TV-20915,Stonebridge Trading,delivered
TV-20916,Baywater Freight,delivered
TV-20917,Golden Packaging,picked_up
TV-20918,Sunrise Packaging Co,picked_up
TV-20919,Golden Hardware,created
TV-20920,Harbour Pharma Pty Ltd,created
TV-20921,Stonebridge Retail Pty Ltd,delivered
TV-20922,Redgum Foods Co,failed
TV-20923,Eastlink Electronics Group,delivered
TV-20924,Lakeside Industrial Pty Ltd,failed
TV-20925,Redgum Electronics Group,failed
TV-20926,Sunrise Electronics Pty Ltd,delivered
TV-20927,Baywater Apparel,created
TV-20928,Eastlink Chemicals,delivered
TV-20929,Ironbark Foods,created
TV-20930,Kingsway Pharma,created
TV-20931,Fairwind Components Holdings,delivered
TV-20932,Riverside Chemicals,in_transit
TV-20933,Redgum Chemicals,in_transit
TV-20934,Fairwind Foods,picked_up
TV-20935,Harbour Electronics Co,picked_up
TV-20936,Kingsway Packaging Holdings,in_transit
TV-20937,Stonebridge Components Pty Ltd,delivered
TV-20938,Harbour Logistics Pty Ltd,created
TV-20939,Highfield Components Group,in_transit
TV-20940,Riverside Apparel Group,in_transit
TV-20941,Silverline Chemicals Group,in_transit
TV-20942,Highfield Packaging Holdings,in_transit
TV-20943,Westgate Beverages Co,delivered
TV-20944,Lakeside Hardware,failed
TV-20945,Baywater Hardware,in_transit
TV-20946,Redgum Beverages Holdings,delivered
TV-20947,Coastal Electronics Pty Ltd,created
TV-20948,Riverside Distribution Co,in_transit
TV-20949,Redgum Wholesale,in_transit
TV-20950,Kingsway Chemicals Holdings,failed
TV-20951,Silverline Freight Pty Ltd,created
TV-20952,Coastal Grocers Holdings,picked_up
TV-20953,Stonebridge Industrial,picked_up
TV-20954,Westgate Motors Group,in_transit
TV-20955,Northern Textiles Co,in_transit
TV-20956,Coastal Chemicals,in_transit
TV-20957,Kingsway Components Pty Ltd,in_transit
TV-20958,Blackwood Trading,in_transit
TV-20959,Harbour Industrial,picked_up
TV-20960,Lakeside Apparel Pty Ltd,created
TV-20961,Lakeside Wholesale Pty Ltd,picked_up
TV-20962,Fairwind Apparel,created
TV-20963,Blackwood Trading Pty Ltd,in_transit
TV-20964,Eastlink Wholesale,in_transit
TV-20965,Harbour Motors,in_transit
TV-20966,Westgate Freight Holdings,in_transit
TV-20967,Westgate Hardware,failed
TV-20968,Westgate Retail Co,delivered
TV-20969,Summit Retail Pty Ltd,in_transit
TV-20970,Sunrise Electronics,created
TV-20971,Westgate Wholesale Holdings,created
TV-20972,Sunrise Freight Group,created
TV-20973,Golden Hardware,created
TV-20974,Summit Components Pty Ltd,picked_up
TV-20975,Westgate Beverages Holdings,in_transit
TV-20976,Harbour Retail,delivered
TV-20977,Eastlink Wholesale Pty Ltd,picked_up
TV-20978,Kingsway Apparel Holdings,delivered
TV-20979,Blackwood Retail Holdings,delivered
TV-20980,Parkview Chemicals Pty Ltd,created
TV-20981,Ironbark Freight Group,created
TV-20982,Baywater Foods Co,picked_up
TV-20983,Golden Foods,picked_up
TV-20984,Northern Packaging,in_transit
TV-20985,Coastal Chemicals,in_transit
TV-20986,Lakeside Supplies Co,delivered
TV-20987,Riverside Wholesale,delivered
TV-20988,Coastal Freight,delivered
TV-20989,Redgum Electronics Group,in_transit
TV-20990,Kingsway Textiles,picked_up
TV-20991,Summit Hardware,in_transit
TV-20992,Westgate Pharma Holdings,in_transit
TV-20993,Baywater Motors,picked_up
TV-20994,Highfield Supplies,created
TV-20995,Summit Logistics,in_transit
TV-20996,Westgate Beverages,picked_up
TV-20997,Blackwood Retail,delivered
TV-20998,Fairwind Supplies Co,delivered
TV-20999,Parkview Wholesale Group,failed
TV-21000,Ironbark Components Co,created
TV-21001,Ironbark Retail,delivered
TV-21002,Sunrise Distribution Group,in_transit
TV-21003,Golden Retail Pty Ltd,created
TV-21004,Kingsway Apparel Group,in_transit
TV-21005,Highfield Trading,created
TV-21006,Kingsway Industrial Holdings,delivered
TV-21007,Blackwood Chemicals Holdings,delivered
TV-21008,Northern Pharma,created
TV-21009,Parkview Pharma Co,in_transit
TV-21010,Ironbark Packaging Holdings,in_transit
TV-21011,Westgate Logistics Group,in_transit
TV-21012,Riverside Beverages Pty Ltd,in_transit
TV-21013,Blackwood Hardware,in_transit
TV-21014,Westgate Foods,delivered
TV-21015,Highfield Freight Group,picked_up
TV-21016,Parkview Pharma,delivered
TV-21017,Harbour Motors Group,in_transit
TV-21018,Fairwind Textiles Holdings,in_transit
TV-21019,Kingsway Packaging Co,in_transit
TV-21020,Blackwood Freight Pty Ltd,failed
TV-21021,Baywater Chemicals,in_transit
TV-21022,Lakeside Retail,picked_up
TV-21023,Golden Logistics Co,in_transit
TV-21024,Westgate Electronics Pty Ltd,created
TV-21025,Ironbark Electronics,delivered
TV-21026,Westgate Packaging,in_transit
TV-21027,Stonebridge Freight,delivered
TV-21028,Highfield Chemicals,in_transit
TV-21029,Coastal Retail Holdings,in_transit
TV-21030,Eastlink Trading,in_transit
TV-21031,Riverside Wholesale Holdings,in_transit
TV-21032,Highfield Chemicals Group,delivered
TV-21033,Redgum Supplies,delivered
TV-21034,Golden Trading,picked_up
TV-21035,Riverside Foods,picked_up
TV-21036,Harbour Supplies,created
TV-21037,Golden Pharma Holdings,created
TV-21038,Baywater Grocers Holdings,in_transit
TV-21039,Blackwood Chemicals Holdings,picked_up
TV-21040,Ironbark Foods,created
TV-21041,Fairwind Industrial Co,delivered
TV-21042,Blackwood Hardware Holdings,created
TV-21043,Highfield Pharma Holdings,delivered
TV-21044,Riverside Components Co,failed
TV-21045,Ironbark Trading,created
TV-21046,Redgum Components Pty Ltd,failed
TV-21047,Riverside Supplies,created
TV-21048,Kingsway Wholesale,created
TV-21049,Westgate Logistics Holdings,delivered
TV-21050,Ironbark Motors,created
TV-21051,Silverline Textiles Holdings,delivered
TV-21052,Sunrise Wholesale,created
TV-21053,Westgate Freight,in_transit
TV-21054,Summit Components,in_transit
TV-21055,Lakeside Motors Group,picked_up
TV-21056,Northern Industrial,created
TV-21057,Parkview Retail,picked_up
TV-21058,Parkview Industrial Group,created
TV-21059,Eastlink Chemicals Pty Ltd,in_transit
TV-21060,Parkview Electronics Co,failed
TV-21061,Coastal Apparel Group,created
TV-21062,Lakeside Supplies,delivered
TV-21063,Kingsway Motors,delivered
TV-21064,Westgate Pharma Pty Ltd,in_transit
TV-21065,Highfield Hardware Group,in_transit
TV-21066,Northern Foods Pty Ltd,delivered
TV-21067,Harbour Pharma Pty Ltd,delivered
TV-21068,Ironbark Supplies Group,in_transit
TV-21069,Highfield Apparel,in_transit
TV-21070,Harbour Apparel Group,failed
TV-21071,Highfield Grocers Co,delivered
TV-21072,Lakeside Industrial Group,picked_up
TV-21073,Fairwind Motors,delivered
TV-21074,Baywater Chemicals Holdings,delivered
TV-21075,Blackwood Freight,picked_up
TV-21076,Silverline Motors,delivered
TV-21077,Lakeside Distribution,picked_up
TV-21078,Sunrise Electronics Co,delivered
TV-21079,Riverside Distribution,picked_up
TV-21080,Fairwind Components Holdings,picked_up
TV-21081,Stonebridge Motors Group,delivered
TV-21082,Baywater Pharma Pty Ltd,failed
TV-21083,Sunrise Industrial Holdings,delivered
TV-21084,Baywater Wholesale Holdings,created
TV-21085,Eastlink Pharma Group,delivered
TV-21086,Riverside Motors,picked_up
TV-21087,Westgate Textiles Co,delivered
TV-21088,Kingsway Logistics Holdings,created
TV-21089,Golden Logistics,delivered
TV-21090,Coastal Packaging,created
TV-21091,Baywater Textiles,in_transit
TV-21092,Summit Supplies,created
TV-21093,Ironbark Beverages Group,created
TV-21094,Highfield Motors Group,in_transit
TV-21095,Redgum Distribution,in_transit
TV-21096,Golden Grocers,created
TV-21097,Parkview Supplies,created
TV-21098,Harbour Foods Group,picked_up
TV-21099,Harbour Industrial,failed
TV-21100,Northern Hardware Group,created
TV-21101,Silverline Apparel Co,delivered
TV-21102,Stonebridge Trading Pty Ltd,delivered
TV-21103,Silverline Wholesale,created
TV-21104,Harbour Apparel Pty Ltd,in_transit
TV-21105,Westgate Industrial,created
TV-21106,Redgum Chemicals Holdings,picked_up
TV-21107,Westgate Grocers Group,delivered
TV-21108,Silverline Textiles,picked_up
TV-21109,Kingsway Motors,delivered
TV-21110,Parkview Grocers,delivered
TV-21111,Eastlink Logistics Pty Ltd,in_transit
TV-21112,Stonebridge Chemicals Holdings,delivered
TV-21113,Coastal Logistics,in_transit
TV-21114,Kingsway Foods,created
TV-21115,Golden Hardware Pty Ltd,delivered
TV-21116,Baywater Packaging Co,delivered
